stale_test_id,website_id,stale_version,required_version,scenario,expected_behavior,added_cover_gap,split,stale_relation
ST1960,W190,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-190-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,test,stale_older_than_required
ST1961,W191,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-191-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,test,stale_older_than_required
ST1962,W191,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-191-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,test,stale_older_than_required
ST1963,W191,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-191-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,test,stale_older_than_required
ST1964,W191,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-191-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,test,stale_older_than_required
ST1965,W192,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-192-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,test,stale_older_than_required
ST1966,W192,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-192-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,test,stale_older_than_required
ST1967,W192,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-192-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,test,stale_older_than_required
ST1968,W192,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-192-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,test,stale_older_than_required
ST1969,W193,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-193-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,test,stale_older_than_required
ST1970,W193,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-193-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,test,stale_older_than_required
