question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type,version_a,version_b,snapshot_version,stale_case_id,conflict_id,gold_answer,gold_available,gold_derivation,supporting_chunk_ids,citation_required_document_ids,retrieval_needed
Q04813,W186,test,V03,multi_document,"For FIN-10-863, combine the services and support guidance to explain how transfer is handled. Benchmark case TEST-FIN-10-863-02.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V03): services page says Reference FIN-10-863-03-09-78465 governs the available services for Aurora Finance Coastal. The wallet workflow supports reconciliation and records wallet information under the Coastal operating profile. Version 3 specifies a threshold of 71 units and a listed service value of 371 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 77 minutes. For closure, the requester follows the site-specific verification route associated with reference FIN-10-863-03-09-78465. support page says Reference FIN-10-863-03-04-76900 governs the support procedure for Aurora Finance Coastal. The account workflow supports verification and records transfer information under the Coastal operating profile. Version 3 specifies a threshold of 86 units and a listed service value of 69 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 141 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-10-863-03-04-76900.",yes,multi_document_services_support,"[""W186_V03_P09_C1"", ""W186_V03_P09_C2"", ""W186_V03_P04_C1"", ""W186_V03_P04_C2""]","[""W186_V03_P09"", ""W186_V03_P04""]",yes
Q04814,W186,test,V04,retrieval_control,Control FIN-10-863-03: what is 279 + 629? Benchmark case TEST-FIN-10-863-03.,Answer 908 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,279 + 629 = 908.,yes,retrieval_control_arithmetic,[],[],no
Q04815,W186,test,V05,freshness,"For Aurora Finance Coastal (FIN-10-863), what is the current published value associated with account in version V05? Benchmark case TEST-FIN-10-863-04.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V05 for the overview page: threshold 59 units, listed service value 306 units (reference FIN-10-863-05-01-77979, Coastal profile).",yes,freshness_overview_doc,"[""W186_V05_P01_C1"", ""W186_V05_P01_C2""]","[""W186_V05_P01""]",yes
Q04816,W186,test,V06,historical,"In website FIN-10-863, what did the pricing guidance say in V06, and how is that different from the current release? Benchmark case TEST-FIN-10-863-05.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V06,,,,,"In V06 the pricing guidance was: Reference FIN-10-863-06-02-79301 governs the pricing and commercial terms for Aurora Finance Coastal. The transfer workflow supports closure and records beneficiary information under the Coastal operating profile. Version 6 specifies a threshold of 38 units and a listed service value of 365 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 189 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-10-863-06-02-79301. Difference from the current release (V10): workflow: 'transfer' -> 'wallet'; action1: 'closure' -> 'verification'; record: 'beneficiary' -> 'payment'; th: '38' -> '45'; sv: '365' -> '191'; day: 'Saturday' -> 'Wednesday'; time: '12:00' -> '09:00'; min: '189' -> '62'.",yes,historical_pricing_doc_and_diff,"[""W186_V06_P02_C1"", ""W186_V06_P02_C2""]","[""W186_V06_P02"", ""W186_V10_P02""]",yes
Q04817,W186,test,V07,comparison,"Between V06 and V07, what changed for the account workflow on FIN-10-863? Benchmark case TEST-FIN-10-863-06.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V06,V07,,,,Between V06 and V07 the policy page changed in: workflow: 'statement' -> 'beneficiary'; action1: 'closure' -> 'dispute'; record: 'statement' -> 'payment'; action2: 'transfer' -> 'reconciliation'; th: '35' -> '17'; sv: '257' -> '424'; day: 'Thursday' -> 'Friday'; time: '10:00' -> '11:00'; min: '140' -> '63'.,yes,comparison_policy_doc_diff,"[""W186_V06_P03_C1"", ""W186_V06_P03_C2"", ""W186_V07_P03_C1"", ""W186_V07_P03_C2""]","[""W186_V06_P03"", ""W186_V07_P03""]",yes
Q04818,W186,test,V08,change_detection,Which lifecycle change type should be assigned to the V08 update affecting transfer on FIN-10-863? Benchmark case TEST-FIN-10-863-07.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V07,V08,,,,The V08 support update is classified as reordering.,yes,change_detection_changes_lookup,"[""W186_V08_P04_C1"", ""W186_V08_P04_C2""]","[""W186_V08_P04""]",yes
Q04819,W186,test,V09,policy,What is the current operating rule for transfer in the Coastal profile of Aurora Finance Coastal? Benchmark case TEST-FIN-10-863-08.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V09) recorded on the FAQ page is: Reference FIN-10-863-09-05-83267 governs the frequently asked questions for Aurora Finance Coastal. The transfer workflow supports verification and records payment information under the Coastal operating profile. Version 9 specifies a threshold of 54 units and a listed service value of 121 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 173 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-10-863-09-05-83267.",yes,policy_faq_doc,"[""W186_V09_P05_C1"", ""W186_V09_P05_C2""]","[""W186_V09_P05""]",yes
Q04820,W186,test,V10,requirement,What information is required before transfer for reference FIN-10-863 in V10? Benchmark case TEST-FIN-10-863-09.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V10) is defined on the requirements page: Reference FIN-10-863-10-06-84589 governs the eligibility and requirements for Aurora Finance Coastal. The beneficiary workflow supports reconciliation and records payment information under the Coastal operating profile. Version 10 specifies a threshold of 33 units and a listed service value of 180 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 47 minutes. For reconciliation, the requester follows the site-specific verification route associated with reference FIN-10-863-10-06-84589.",yes,requirement_doc,"[""W186_V10_P06_C1"", ""W186_V10_P06_C2""]","[""W186_V10_P06""]",yes
Q04821,W186,test,V01,stale,"If the index still contains V01 for FIN-10-863, can it safely answer a current question about account? Benchmark case TEST-FIN-10-863-10.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V01,V01,V01,,,Safe: the index already contains the current release V01; it can answer the current question directly.,yes,stale_fresh_index_current,"[""W186_V01_P07_C1"", ""W186_V01_P07_C2"", ""W186_V01_P07_C1"", ""W186_V01_P07_C2""]","[""W186_V01_P07"", ""W186_V01_P07""]",yes
Q04822,W186,test,V02,conflict,"If an older security snapshot disagrees with the latest FIN-10-863 release about transfer, which source should govern the answer? Benchmark case TEST-FIN-10-863-11.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V01,V02,V01,,CF0186,The latest authoritative security release (V02) governs; the older snapshot (V01) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W186_V02_P08_C1"", ""W186_V02_P08_C2""]","[""W186_V01_P08"", ""W186_V02_P08""]",yes
Q04823,W186,test,V03,multi_document,"For FIN-10-863, combine the services and support guidance to explain how transfer is handled. Benchmark case TEST-FIN-10-863-12.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V03): services page says Reference FIN-10-863-03-09-78465 governs the available services for Aurora Finance Coastal. The wallet workflow supports reconciliation and records wallet information under the Coastal operating profile. Version 3 specifies a threshold of 71 units and a listed service value of 371 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 77 minutes. For closure, the requester follows the site-specific verification route associated with reference FIN-10-863-03-09-78465. support page says Reference FIN-10-863-03-04-76900 governs the support procedure for Aurora Finance Coastal. The account workflow supports verification and records transfer information under the Coastal operating profile. Version 3 specifies a threshold of 86 units and a listed service value of 69 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 141 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-10-863-03-04-76900.",yes,multi_document_services_support,"[""W186_V03_P09_C1"", ""W186_V03_P09_C2"", ""W186_V03_P04_C1"", ""W186_V03_P04_C2""]","[""W186_V03_P09"", ""W186_V03_P04""]",yes
Q04824,W186,test,V04,retrieval_control,Control FIN-10-863-13: what is 749 + 599? Benchmark case TEST-FIN-10-863-13.,Answer 1348 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,749 + 599 = 1348.,yes,retrieval_control_arithmetic,[],[],no
Q04825,W186,test,V05,freshness,"For Aurora Finance Coastal (FIN-10-863), what is the current published value associated with account in version V05? Benchmark case TEST-FIN-10-863-14.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V05 for the overview page: threshold 59 units, listed service value 306 units (reference FIN-10-863-05-01-77979, Coastal profile).",yes,freshness_overview_doc,"[""W186_V05_P01_C1"", ""W186_V05_P01_C2""]","[""W186_V05_P01""]",yes
Q04826,W186,test,V06,historical,"In website FIN-10-863, what did the pricing guidance say in V06, and how is that different from the current release? Benchmark case TEST-FIN-10-863-15.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V06,,,,,"In V06 the pricing guidance was: Reference FIN-10-863-06-02-79301 governs the pricing and commercial terms for Aurora Finance Coastal. The transfer workflow supports closure and records beneficiary information under the Coastal operating profile. Version 6 specifies a threshold of 38 units and a listed service value of 365 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 189 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-10-863-06-02-79301. Difference from the current release (V10): workflow: 'transfer' -> 'wallet'; action1: 'closure' -> 'verification'; record: 'beneficiary' -> 'payment'; th: '38' -> '45'; sv: '365' -> '191'; day: 'Saturday' -> 'Wednesday'; time: '12:00' -> '09:00'; min: '189' -> '62'.",yes,historical_pricing_doc_and_diff,"[""W186_V06_P02_C1"", ""W186_V06_P02_C2""]","[""W186_V06_P02"", ""W186_V10_P02""]",yes
Q04827,W186,test,V07,comparison,"Between V06 and V07, what changed for the account workflow on FIN-10-863? Benchmark case TEST-FIN-10-863-16.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V06,V07,,,,Between V06 and V07 the policy page changed in: workflow: 'statement' -> 'beneficiary'; action1: 'closure' -> 'dispute'; record: 'statement' -> 'payment'; action2: 'transfer' -> 'reconciliation'; th: '35' -> '17'; sv: '257' -> '424'; day: 'Thursday' -> 'Friday'; time: '10:00' -> '11:00'; min: '140' -> '63'.,yes,comparison_policy_doc_diff,"[""W186_V06_P03_C1"", ""W186_V06_P03_C2"", ""W186_V07_P03_C1"", ""W186_V07_P03_C2""]","[""W186_V06_P03"", ""W186_V07_P03""]",yes
