question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type
Q03486,W135,train,V02,stale,"If the index still contains V01 for AUT-07-970, can it safely answer a current question about vehicle? Benchmark case TRAIN-AUT-07-970-01.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03487,W135,train,V03,conflict,"If an older security snapshot disagrees with the latest AUT-07-970 release about booking, which source should govern the answer? Benchmark case TRAIN-AUT-07-970-02.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03488,W135,train,V04,multi_document,"For AUT-07-970, combine the services and support guidance to explain how booking is handled. Benchmark case TRAIN-AUT-07-970-03.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03489,W135,train,V05,retrieval_control,Control AUT-07-970-04: what is 733 + 383? Benchmark case TRAIN-AUT-07-970-04.,Answer 1116 without corpus retrieval.,retrieval_not_needed,no,contact
Q03490,W135,train,V06,freshness,"For Pioneer Automotive Central (AUT-07-970), what is the current published value associated with vehicle in version V06? Benchmark case TRAIN-AUT-07-970-05.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03491,W135,train,V07,historical,"In website AUT-07-970, what did the pricing guidance say in V07, and how is that different from the current release? Benchmark case TRAIN-AUT-07-970-06.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03492,W135,train,V08,comparison,"Between V07 and V08, what changed for the vehicle workflow on AUT-07-970? Benchmark case TRAIN-AUT-07-970-07.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03493,W135,train,V09,change_detection,Which lifecycle change type should be assigned to the V09 update affecting booking on AUT-07-970? Benchmark case TRAIN-AUT-07-970-08.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03494,W135,train,V10,policy,What is the current operating rule for booking in the Central profile of Pioneer Automotive Central? Benchmark case TRAIN-AUT-07-970-09.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03495,W135,train,V01,requirement,What information is required before booking for reference AUT-07-970 in V01? Benchmark case TRAIN-AUT-07-970-10.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03496,W135,train,V02,stale,"If the index still contains V01 for AUT-07-970, can it safely answer a current question about vehicle? Benchmark case TRAIN-AUT-07-970-11.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03497,W135,train,V03,conflict,"If an older security snapshot disagrees with the latest AUT-07-970 release about booking, which source should govern the answer? Benchmark case TRAIN-AUT-07-970-12.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03498,W135,train,V04,multi_document,"For AUT-07-970, combine the services and support guidance to explain how booking is handled. Benchmark case TRAIN-AUT-07-970-13.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03499,W135,train,V05,retrieval_control,Control AUT-07-970-14: what is 303 + 353? Benchmark case TRAIN-AUT-07-970-14.,Answer 656 without corpus retrieval.,retrieval_not_needed,no,contact
Q03500,W135,train,V06,freshness,"For Pioneer Automotive Central (AUT-07-970), what is the current published value associated with vehicle in version V06? Benchmark case TRAIN-AUT-07-970-15.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03501,W135,train,V07,historical,"In website AUT-07-970, what did the pricing guidance say in V07, and how is that different from the current release? Benchmark case TRAIN-AUT-07-970-16.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03502,W135,train,V08,comparison,"Between V07 and V08, what changed for the vehicle workflow on AUT-07-970? Benchmark case TRAIN-AUT-07-970-17.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03503,W135,train,V09,change_detection,Which lifecycle change type should be assigned to the V09 update affecting booking on AUT-07-970? Benchmark case TRAIN-AUT-07-970-18.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03504,W135,train,V10,policy,What is the current operating rule for booking in the Central profile of Pioneer Automotive Central? Benchmark case TRAIN-AUT-07-970-19.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03505,W135,train,V01,requirement,What information is required before booking for reference AUT-07-970 in V01? Benchmark case TRAIN-AUT-07-970-20.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03506,W135,train,V02,stale,"If the index still contains V01 for AUT-07-970, can it safely answer a current question about vehicle? Benchmark case TRAIN-AUT-07-970-21.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03507,W135,train,V03,conflict,"If an older security snapshot disagrees with the latest AUT-07-970 release about booking, which source should govern the answer? Benchmark case TRAIN-AUT-07-970-22.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03508,W135,train,V04,multi_document,"For AUT-07-970, combine the services and support guidance to explain how booking is handled. Benchmark case TRAIN-AUT-07-970-23.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03509,W135,train,V05,retrieval_control,Control AUT-07-970-24: what is 773 + 323? Benchmark case TRAIN-AUT-07-970-24.,Answer 1096 without corpus retrieval.,retrieval_not_needed,no,contact
Q03510,W135,train,V06,freshness,"For Pioneer Automotive Central (AUT-07-970), what is the current published value associated with vehicle in version V06? Benchmark case TRAIN-AUT-07-970-25.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03511,W136,train,V01,stale,"If the index still contains V01 for HR-07-010, can it safely answer a current question about employee record? Benchmark case TRAIN-HR-07-010-00.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03512,W136,train,V02,conflict,"If an older security snapshot disagrees with the latest HR-07-010 release about enrolment, which source should govern the answer? Benchmark case TRAIN-HR-07-010-01.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03513,W136,train,V03,multi_document,"For HR-07-010, combine the services and support guidance to explain how enrolment is handled. Benchmark case TRAIN-HR-07-010-02.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03514,W136,train,V04,retrieval_control,Control HR-07-010-03: what is 679 + 429? Benchmark case TRAIN-HR-07-010-03.,Answer 1108 without corpus retrieval.,retrieval_not_needed,no,contact
Q03515,W136,train,V05,freshness,"For Pioneer Hr Coastal (HR-07-010), what is the current published value associated with training in version V05? Benchmark case TRAIN-HR-07-010-04.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03516,W136,train,V06,historical,"In website HR-07-010, what did the pricing guidance say in V06, and how is that different from the current release? Benchmark case TRAIN-HR-07-010-05.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03517,W136,train,V07,comparison,"Between V06 and V07, what changed for the review workflow on HR-07-010? Benchmark case TRAIN-HR-07-010-06.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03518,W136,train,V08,change_detection,Which lifecycle change type should be assigned to the V08 update affecting enrolment on HR-07-010? Benchmark case TRAIN-HR-07-010-07.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03519,W136,train,V09,policy,What is the current operating rule for enrolment in the Coastal profile of Pioneer Hr Coastal? Benchmark case TRAIN-HR-07-010-08.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03520,W136,train,V10,requirement,What information is required before enrolment for reference HR-07-010 in V10? Benchmark case TRAIN-HR-07-010-09.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03521,W136,train,V01,stale,"If the index still contains V01 for HR-07-010, can it safely answer a current question about employee record? Benchmark case TRAIN-HR-07-010-10.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03522,W136,train,V02,conflict,"If an older security snapshot disagrees with the latest HR-07-010 release about enrolment, which source should govern the answer? Benchmark case TRAIN-HR-07-010-11.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03523,W136,train,V03,multi_document,"For HR-07-010, combine the services and support guidance to explain how enrolment is handled. Benchmark case TRAIN-HR-07-010-12.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03524,W136,train,V04,retrieval_control,Control HR-07-010-13: what is 249 + 399? Benchmark case TRAIN-HR-07-010-13.,Answer 648 without corpus retrieval.,retrieval_not_needed,no,contact
Q03525,W136,train,V05,freshness,"For Pioneer Hr Coastal (HR-07-010), what is the current published value associated with training in version V05? Benchmark case TRAIN-HR-07-010-14.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03526,W136,train,V06,historical,"In website HR-07-010, what did the pricing guidance say in V06, and how is that different from the current release? Benchmark case TRAIN-HR-07-010-15.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03527,W136,train,V07,comparison,"Between V06 and V07, what changed for the review workflow on HR-07-010? Benchmark case TRAIN-HR-07-010-16.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03528,W136,train,V08,change_detection,Which lifecycle change type should be assigned to the V08 update affecting enrolment on HR-07-010? Benchmark case TRAIN-HR-07-010-17.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03529,W136,train,V09,policy,What is the current operating rule for enrolment in the Coastal profile of Pioneer Hr Coastal? Benchmark case TRAIN-HR-07-010-18.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
